Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2005-01-03,18.485218048095703,18.63039060446669,18.42300142658526,18.52669535625605,65002900
2005-01-04,18.554349899291992,18.734086679960544,18.42991664201838,18.575089215017595,109442100
2005-01-05,18.51287078857422,18.734084860671615,18.49904457943316,18.55434809745751,72463500
2005-01-06,18.49213981628418,18.706440880477825,18.41609695024688,18.56126957463259,76890500
2005-01-07,18.436838150024414,18.58892257903942,18.402273926602106,18.540532138831946,68723300
2005-01-10,18.526702880859375,18.56818152440609,18.346967366318513,18.388444691324835,70376600
2005-01-11,18.478307723999023,18.540524354870943,18.395353095196498,18.4506566205782,64712000
2005-01-12,18.51287078857422,18.56126120202804,18.40226375252552,18.50595768400369,72940600
2005-01-13,18.16031837463379,18.526703848652843,18.08427550936623,18.443749194306832,89861600
2005-01-14,18.05661392211914,18.284741067036336,18.001310411791934,18.250175548994523,92180800
2005-01-18,18.194868087768555,18.215607394090235,17.863047097858107,17.9943934008166,69146400
2005-01-19,17.959840774536133,18.153403816780944,17.918363450676654,18.118838281447754,58114100
2005-01-20,17.87688446044922,18.042795058962362,17.793928501922533,17.863058247604734,58380100
2005-01-21,17.731714248657227,18.063535490333663,17.72480114130475,17.939103513610302,76501000
2005-01-24,17.745534896850586,17.973662093760563,17.724795581298775,17.807751524966033,69010900
2005-01-25,17.98748207092285,18.105002181245542,17.800832251256306,17.807745354044645,67580700
2005-01-26,17.98057746887207,18.09118452869849,17.904534620788848,18.022054786671937,64974500
2005-01-27,18.049701690673828,18.08426589184609,17.869964943790585,17.939094664674872,93204100
2005-01-28,18.098094940185547,18.423002965233582,17.946009266662667,18.346961447012106,110466500
2005-01-31,18.167226791381836,18.333137375775355,18.084270839915018,18.2156172136791,71442100
2005-02-01,18.243261337280273,18.2709137500341,18.125741220155735,18.146480529721106,57981700
2005-02-02,18.29166030883789,18.31931273454406,18.167228348780817,18.26400920167195,79329500
2005-02-03,18.098094940185547,18.25017929516846,18.042791418506308,18.229441298626224,62545400
2005-02-04,18.194868087768555,18.229433598304688,18.070434886917287,18.091174193238967,61246500
2005-02-07,18.084270477294922,18.181051319948825,18.015140738882092,18.16031332140304,57763400
2005-02-08,18.13957405090332,18.208703789493686,18.084270523739047,18.105009840878186,61343700
2005-02-09,18.022052764892578,18.18796333601976,18.00131476758919,18.146486022872967,77874800
2005-02-10,18.015132904052734,18.06352330433457,17.973655606459662,18.042785314807794,71796400
2005-02-11,17.952926635742188,18.056621917242197,17.842319566113098,17.9944052757583,83835900
2005-02-14,17.98057746887207,18.056620316955293,17.911447726845516,17.92527393895886,58694000
2005-02-15,17.98057746887207,18.084591341974356,17.932037749598212,18.029117188145925,76551600
2005-02-16,17.883499145507812,17.98057859010923,17.80028724827214,17.938973302795514,57506600
2005-02-17,17.786418914794922,17.932039408697676,17.75174806142241,17.82802420336359,67024800
2005-02-18,17.66853904724121,17.78642181961154,17.613064879220378,17.779487383282873,77091100
2005-02-22,17.495176315307617,17.675467632344432,17.47437433581633,17.509045183373846,96419200
2005-02-23,17.4743709564209,17.57838480158611,17.453567658344735,17.502107364581317,83689400
2005-02-24,17.592254638671875,17.640794347589527,17.43969975623597,17.460503055461196,85236300
2005-02-25,17.509042739868164,17.5991877245022,17.43969973182236,17.564516881783234,62467700
2005-02-28,17.446643829345703,17.59226435916825,17.425840518625737,17.488249128177028,82728000
2005-03-01,17.52985382080078,17.619998845451402,17.425838601254394,17.46744521811633,56394800
2005-03-02,17.515989303588867,17.668542968854005,17.446646247519702,17.467449561123086,67739000
2005-03-03,17.453561782836914,17.5506411626296,17.432758491763902,17.54370673227193,52183600
2005-03-04,17.453561782836914,17.54370673227193,17.42582406140623,17.481298181660247,63058200
2005-03-07,17.661596298217773,17.88349418847003,17.446634163638258,17.45356859670313,80407400
2005-03-08,17.613056182861328,17.765611061551773,17.571450908040223,17.613056182861328,52871800
2005-03-09,17.55064582824707,17.73093709765261,17.52984385425147,17.606119963248183,62991800
2005-03-10,17.63386344909668,17.668534298813707,17.509046273942364,17.63386344909668,59132900
2005-03-11,17.39809799194336,17.66853432341551,17.377294688519296,17.647732342599586,60617900
2005-03-14,17.411954879760742,17.439691275965995,17.307939756821156,17.39115159065138,65550500
2005-03-15,17.273283004760742,17.502114080980775,17.259414134054484,17.40503463125358,71469400
2005-03-16,17.079118728637695,17.31488418424735,17.03057901529594,17.210870323856735,74841400
2005-03-17,17.016714096069336,17.113793537731635,17.00977966129229,17.086055798623438,60573200
2005-03-18,16.857219696044922,17.273276399884665,16.836417720548003,17.009774570263914,135904000
2005-03-21,16.78094482421875,16.89189311044434,16.74627265814332,16.884958677229253,71446200
2005-03-22,16.63532066345215,16.829480782367302,16.61451736844451,16.774006651621203,102113300
2005-03-23,16.76707649230957,16.91269562664491,16.614521601930136,16.635324902238587,79293300
2005-03-24,16.836423873901367,16.968174175559763,16.78094971462197,16.808686132957526,78820900
2005-03-28,16.78094482421875,16.96816923059449,16.767075957788578,16.919629520696784,49802000
2005-03-29,16.58678436279297,16.80868093124111,16.517441354500956,16.739337922949098,74231700
2005-03-30,16.75321388244629,16.774017190524386,16.642265551246652,16.67000329535078,59585700
2005-03-31,16.76014518737793,16.857224628389332,16.725474336333342,16.815619342614188,62382300
2005-04-01,16.725475311279297,16.884963351554237,16.711606441009753,16.80868588768002,64619600
2005-04-04,16.801746368408203,16.822549667517528,16.600653100782868,16.718535817186638,62196400
2005-04-05,16.968177795410156,16.988981105556043,16.72547912341764,16.794820845353463,73549600
2005-04-06,17.106861114501953,17.294086907673048,16.95430749929311,16.968175047869657,78020200
2005-04-07,17.405027389526367,17.42582936432235,17.07911567657325,17.09991897397699,77451500
2005-04-08,17.294082641601562,17.509044801507645,17.27327933995593,17.38422763684991,47956300
2005-04-11,17.31488609313965,17.411966853133887,17.238609959168343,17.356492699969237,47791800
2005-04-12,17.557580947875977,17.57838424529379,17.196998394947094,17.28021026201059,67517800
2005-04-13,17.363433837890625,17.64773914794638,17.32876165214684,17.495184175891044,60929300
2005-04-14,17.224733352661133,17.43276100292793,17.217798921304567,17.34261604050766,66754400
2005-04-15,16.961238861083984,17.266347382608554,16.92656800930974,17.044450756993673,100251600
2005-04-18,17.092988967895508,17.224740573688628,16.9196320791286,16.954304250446842,75766400
2005-04-19,17.079118728637695,17.197001456442525,16.954302889733757,17.134592875686558,65956200
2005-04-20,16.864158630371094,17.127661852937727,16.85028976126587,17.09992411472728,91923500
2005-04-21,17.52985382080078,17.606129973164087,16.96817639664073,16.975110832784388,93562300
2005-04-22,17.32181739807129,17.50904312715388,17.18313270151996,17.37035710799465,80087500
2005-04-25,17.328758239746094,17.52985290963426,17.238613219781033,17.384232403403452,75457900
2005-04-26,17.16927146911621,17.509050912264968,17.155402596512143,17.30102311363789,60464300
2005-04-27,17.328758239746094,17.43970656706081,17.079123841983787,17.099927149333443,47732800
2005-04-28,16.954301834106445,17.280212262400305,16.947367400831098,17.210869252254742,83623100
2005-04-29,17.543718338012695,17.543718338012695,17.190071414074,17.25247868336277,98641200
