Price,Close,High,Low,Open,Volume
Ticker,DIS,DIS,DIS,DIS,DIS
Date,,,,,
2005-01-03,22.33613395690918,22.66496011053789,22.304052411032504,22.304052411032504,5698936
2005-01-04,22.09552574157715,22.632874877916453,22.071464198424817,22.632874877916453,5893969
2005-01-05,21.9752254486084,22.255931599076472,21.967205450098692,22.255931599076472,5454638
2005-01-06,22.007307052612305,22.34415476794782,21.943147059840978,21.99928705351589,5606893
2005-01-07,21.79076385498047,22.087508471875612,21.694522315699416,22.05542847566766,6624430
2005-01-10,21.878984451293945,21.95918598901092,21.73462137327196,21.774722917459016,4510289
2005-01-11,21.822837829589844,22.007300858200882,21.742636310542856,21.78273784539474,7641967
2005-01-12,22.231874465942383,22.360197568884143,21.782746706961035,21.83086670757114,7918297
2005-01-13,22.255931854248047,22.360193386726706,22.15968876971393,22.360193386726706,6743436
2005-01-14,22.697038650512695,22.8574417176402,22.496535591931845,22.520595586803854,12502889
2005-01-18,23.049928665161133,23.13815020595858,22.656940955795843,22.70506095041779,9677344
2005-01-19,22.85744285583496,23.21033055148187,22.825362861074847,23.073987472437125,8632032
2005-01-20,22.873483657836914,23.025866739622106,22.656940584274533,22.777242119513947,5963811
2005-01-21,22.57673454284668,22.929620629896217,22.57673454284668,22.873479097626745,6256868
2005-01-24,22.416332244873047,22.672976821382935,22.376230706006883,22.57673529902384,6121439
2005-01-25,23.09804916381836,23.13815071086894,22.416336819873734,22.600799904597558,10043690
2005-01-26,22.921606063842773,23.186270691842733,22.705061431484307,23.186270691842733,7490623
2005-01-27,22.697038650512695,22.905563258041273,22.504555590222516,22.793280180657785,7241764
2005-01-28,22.640897750854492,22.761200829924167,22.42435468958043,22.616837755303393,7795540
2005-01-31,22.961706161499023,23.138149235695042,22.81734308237241,22.937644614539824,6912722
2005-02-01,23.09804916381836,23.234392252870187,22.801302987878714,23.05794916742503,10887582
2005-02-02,23.122108459472656,23.178248448953475,23.001805380699565,23.170228450456218,7762088
2005-02-03,23.09804916381836,23.146170710147608,22.873484532043957,23.146170710147608,5205981
2005-02-04,23.50707244873047,23.547173988221047,22.99378328771832,23.07398481604253,9378814
2005-02-07,23.964223861694336,23.980263858724623,23.46697464981281,23.595296176712214,9398479
2005-02-08,23.932146072387695,24.05244761185476,23.75570298748547,23.964226069403647,6019159
2005-02-09,23.53915786743164,23.924125576924688,23.53915786743164,23.85996403356631,6622504
2005-02-10,23.53915786743164,23.71560094867427,23.434894777977828,23.683520952323683,5475418
2005-02-11,23.531137466430664,23.691540546758304,23.242411301578038,23.450935926266844,6097516
2005-02-14,23.57122802734375,23.61132955670454,23.258441990824526,23.450926540574503,5146680
2005-02-15,23.723615646362305,23.723615646362305,23.450931086346195,23.50707106741439,5094374
2005-02-16,23.52311897277832,23.659460514321594,23.474997425337747,23.659460514321594,4131069
2005-02-17,23.53915786743164,23.6353994071406,23.378754784364308,23.45093632681033,4824531
2005-02-18,23.30657196044922,23.555196570467697,23.30657196044922,23.547176571821016,5194425
2005-02-22,22.801298141479492,23.258447307140244,22.793278143905468,23.130125795298976,7571110
2005-02-23,22.977745056152344,23.130128126732256,22.53663584117742,22.80130043976813,6045109
2005-02-24,22.57673454284668,23.073983683928073,22.528613007950433,22.889520643030078,8553776
2005-02-25,22.368213653564453,22.85744287807499,22.063447500418313,22.53663672753319,10205170
2005-02-28,22.408313751220703,22.408313751220703,22.135627610468184,22.247910686304056,6596148
2005-03-01,22.84140396118164,22.865463958413283,22.376234710759977,22.43237625495768,7574962
2005-03-02,23.009824752807617,23.13814782658467,22.697038617300972,22.777240150747367,4694475
2005-03-03,22.913585662841797,23.073988746815708,22.785262575399784,23.0098272030947,6930056
2005-03-04,23.162208557128906,23.234390094589088,22.945663944748357,23.05794702553402,6135732
2005-03-07,23.226369857788086,23.258449851593696,23.05794678899446,23.15418832106838,4111911
2005-03-08,22.881500244140625,23.06596484495957,22.801298715723636,23.057944847183567,6433452
2005-03-09,22.440391540527344,22.87347915301476,22.2078069641699,22.761197638860803,9296300
2005-03-10,22.45643424987793,22.624857316796522,22.30405117968357,22.360192718875457,4978104
2005-03-11,22.12760353088379,22.62485263027711,22.031362019816815,22.552671109312694,6969184
2005-03-14,22.472475051879883,22.53663659173305,22.15968890192068,22.456435054580872,7984795
2005-03-15,22.937644958496094,23.234391119966464,22.697040339896184,22.697040339896184,10863457
2005-03-16,22.977745056152344,23.194288113791526,22.777240444620904,22.817341987190023,9857881
2005-03-17,22.7531795501709,23.170227202858015,22.713078009186766,23.13814721059632,6478763
2005-03-18,22.52861785888672,22.809324030019784,22.31207323121183,22.809324030019784,11746376
2005-03-21,22.60079574584961,22.769218801024756,22.376231155397093,22.632875737061273,4423213
2005-03-22,22.27999496459961,22.78526425107889,22.27999496459961,22.520599608255075,5136746
2005-03-23,22.27999496459961,22.480498058983834,22.239893415328368,22.384256511653113,5259807
2005-03-24,22.255931854248047,22.576738000942797,22.255931854248047,22.296031847256334,4841358
2005-03-28,22.5927734375,22.79327646338151,22.384248863978975,22.400288857944407,5191181
2005-03-29,22.376232147216797,22.656938285388897,22.296030614975773,22.536635211698847,6244197
2005-03-30,22.737140655517578,22.817342190714115,22.432374511639328,22.456434507001163,4923771
2005-03-31,23.041908264160156,23.138149802382614,22.656940560613133,22.777242095726912,6443588
2005-04-01,22.921606063842773,23.17023069329557,22.86546451827045,23.090029149902495,5260720
2005-04-04,22.801298141479492,22.99378273522677,22.71307661750833,22.977742740078725,4672985
2005-04-05,22.889522552490234,22.985764079654384,22.705057945547193,22.75317948445777,4473898
2005-04-06,22.785261154174805,22.993785770597103,22.729121163745706,22.977745773331648,3758540
2005-04-07,23.017847061157227,23.025867060241048,22.737142441251862,22.785262435754788,4779726
2005-04-08,22.77724266052246,23.258451914224235,22.69704111823883,22.969727292397504,4549417
2005-04-11,22.560697555541992,22.825363724958418,22.496537563593467,22.76922218134627,4415915
